	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
hebt u in de afgelopen 7 dagen buitensporig gepiekerd en zich zorgen gemaakt over meerdere problemen van het dagelijks leven, op het werk, thuis, in uw naaste omgeving?	covt01_minio1a_adu_q_1	covt02_minio1a_adu_q_1	covt03_minio1a_adu_q_1	covt04_minio1a_adu_q_1	covt05_minio1a_adu_q_1	covt06_minio1a_adu_q_1	covt07_minio1a_adu_q_2	covt08_minio1a_adu_q_2	covt09_minio1a_adu_q_2	covt10_minio1a_adu_q_2	covt11_minio1a_adu_q_2		covt13_minio1a_adu_q_2	covt14_minio1a_adu_q_2	covt15_minio1a_adu_q_2	covt15b_minio1a_adu_q_2	covt16_minio1a_adu_q_2	covt16b_minio1a_adu_q_2	covt17_minio1a_adu_q_2	covt18_minio1a_adu_q_2	covt19_minio1a_adu_q_2	20	{"2": "nee", "1": "ja"}	{"2": "no", "1": "yes"}	2: no, 1: yes	2: nee, 1: ja	in the last 7 days, have you been worrying excessively and worrying about multiple problems of every day life, at work, at home, in your immediate environment?
zijn deze zorgen bijna elke dag aanwezig in de afgelopen 7 dagen?	covt01_minio1b_adu_q_1	covt02_minio1b_adu_q_1	covt03_minio1b_adu_q_1	covt04_minio1b_adu_q_1	covt05_minio1b_adu_q_1	covt06_minio1b_adu_q_1	covt07_minio1b_adu_q_2	covt08_minio1b_adu_q_2	covt09_minio1b_adu_q_2	covt10_minio1b_adu_q_2	covt11_minio1b_adu_q_2		covt13_minio1b_adu_q_2	covt14_minio1b_adu_q_2	covt15_minio1b_adu_q_2	covt15b_minio1b_adu_q_2	covt16_minio1b_adu_q_2	covt16b_minio1b_adu_q_2	covt17_minio1b_adu_q_2	covt18_minio1b_adu_q_2	covt19_minio1b_adu_q_2	20	{"1": "ja", "2": "nee"}	{"1": "yes", "2": "no"}	1: yes, 2: no	1: ja, 2: nee	were these worries present almost every day in the last 7 days?
vindt u het moeilijk om deze bezorgdheid in de hand te houden of belemmert dit u om zich te concentreren de afgelopen 7 dagen?	covt01_minio2_adu_q_1	covt02_minio2_adu_q_1	covt03_minio2_adu_q_1	covt04_minio2_adu_q_1	covt05_minio2_adu_q_1	covt06_minio2_adu_q_1	covt07_minio2_adu_q_2	covt08_minio2_adu_q_2	covt09_minio2_adu_q_2	covt10_minio2_adu_q_2	covt11_minio2_adu_q_2		covt13_minio2_adu_q_2	covt14_minio2_adu_q_2	covt15_minio2_adu_q_2	covt15b_minio2_adu_q_2	covt16_minio2_adu_q_2	covt16b_minio2_adu_q_2	covt17_minio2_adu_q_2	covt18_minio2_adu_q_2	covt19_minio2_adu_q_2	20	{"1": "ja", "2": "nee"}	{"1": "yes", "2": "no"}	1: yes, 2: no	1: ja, 2: nee	in the last 7 days did you find it hard to set these worries aside or did they prevent you from concentrating?
u zich rusteloos, geladen of zenuwachtig voelde? / gebeurde het in de afgelopen 7 dagen vaak dat	covt01_minio3a_adu_q_1	covt02_minio3a_adu_q_1	covt03_minio3a_adu_q_1	covt04_minio3a_adu_q_1	covt05_minio3a_adu_q_1	covt06_minio3a_adu_q_1	covt07_minio3a_adu_q_2	covt08_minio3a_adu_q_2	covt09_minio3a_adu_q_2	covt10_minio3a_adu_q_2	covt11_minio3a_adu_q_2		covt13_minio3a_adu_q_2	covt14_minio3a_adu_q_2	covt15_minio3a_adu_q_2	covt15b_minio3a_adu_q_2	covt16_minio3a_adu_q_2	covt16b_minio3a_adu_q_2	covt17_minio3a_adu_q_2	covt18_minio3a_adu_q_2	covt19_minio3a_adu_q_2	20	{"2": "nee", "1": "ja"}	{"2": "no", "1": "yes"}	2: no, 1: yes	2: nee, 1: ja	you felt restless, jittery or nervous? / in the last 7 days did it often happen that
u zich gespannen voelde? / gebeurde het in de afgelopen 7 dagen vaak dat	covt01_minio3b_adu_q_1	covt02_minio3b_adu_q_1	covt03_minio3b_adu_q_1	covt04_minio3b_adu_q_1	covt05_minio3b_adu_q_1	covt06_minio3b_adu_q_1	covt07_minio3b_adu_q_2	covt08_minio3b_adu_q_2	covt09_minio3b_adu_q_2	covt10_minio3b_adu_q_2	covt11_minio3b_adu_q_2		covt13_minio3b_adu_q_2	covt14_minio3b_adu_q_2	covt15_minio3b_adu_q_2	covt15b_minio3b_adu_q_2	covt16_minio3b_adu_q_2	covt16b_minio3b_adu_q_2	covt17_minio3b_adu_q_2	covt18_minio3b_adu_q_2	covt19_minio3b_adu_q_2	20	{"2": "nee", "1": "ja"}	{"2": "no", "1": "yes"}	2: no, 1: yes	2: nee, 1: ja	you felt tense? / in the last 7 days did it often happen that
u bijzonder prikkelbaar was? / gebeurde het in de afgelopen 7 dagen vaak dat	covt01_minio3e_adu_q_1	covt02_minio3e_adu_q_1	covt03_minio3e_adu_q_1	covt04_minio3e_adu_q_1	covt05_minio3e_adu_q_1	covt06_minio3e_adu_q_1	covt07_minio3e_adu_q_2	covt08_minio3e_adu_q_2	covt09_minio3e_adu_q_2	covt10_minio3e_adu_q_2	covt11_minio3e_adu_q_2		covt13_minio3e_adu_q_2	covt14_minio3e_adu_q_2	covt15_minio3e_adu_q_2	covt15b_minio3e_adu_q_2	covt16_minio3e_adu_q_2	covt16b_minio3e_adu_q_2	covt17_minio3e_adu_q_2	covt18_minio3e_adu_q_2	covt19_minio3e_adu_q_2	20	{"2": "nee", "1": "ja"}	{"2": "no", "1": "yes"}	2: no, 1: yes	2: nee, 1: ja	you were particularly irritable? / in the last 7 days did it often happen that
hoe waardeert u uw kwaliteit van leven over de afgelopen 7 dagen?		covt02_qualityoflife_adu_q_1	covt03_qualityoflife_adu_q_1	covt04_qualityoflife_adu_q_1	covt05_qualityoflife_adu_q_1	covt06_qualityoflife_adu_q_1	covt07_qualityoflife_adu_q_2	covt08_qualityoflife_adu_q_2	covt09_qualityoflife_adu_q_2	covt10_qualityoflife_adu_q_2	covt11_qualityoflife_adu_q_2	covt12_qualityoflife_adu_q_2	covt13_qualityoflife_adu_q_2	covt14_qualityoflife_adu_q_2	covt15_qualityoflife_adu_q_2	covt15b_qualityoflife_adu_q_2	covt16_qualityoflife_adu_q_2	covt16b_qualityoflife_adu_q_2	covt17_qualityoflife_adu_q_2	covt18_qualityoflife_adu_q_2	covt19_qualityoflife_adu_q_2	20	{"1": "1 (verschrikkelijk)", "2": "2", "10": "10 (uitstekend)", "7": "7", "8": "8", "4": "4", "6": "6", "9": "9", "5": "5", "3": "3"}	{"1": "1 (terrible)", "2": "2", "10": "10 (excellent)", "7": "7", "8": "8", "4": "4", "6": "6", "9": "9", "5": "5", "3": "3"}	1: 1 (terrible), 2: 2, 10: 10 (excellent), 7: 7, 8: 8, 4: 4, 6: 6, 9: 9, 5: 5, 3: 3	1: 1 (verschrikkelijk), 2: 2, 10: 10 (uitstekend), 7: 7, 8: 8, 4: 4, 6: 6, 9: 9, 5: 5, 3: 3	how would you rate your quality of life over the last 7 days?
hoofdpijn / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som01_adu_q_1	covt02_scl90som01_adu_q_1	covt03_scl90som01_adu_q_1	covt04_scl90som01_adu_q_1	covt05_scl90som01_adu_q_1	covt06_scl90som01_adu_q_1	covt07_scl90som01_adu_q_2	covt08_scl90som01_adu_q_2	covt09_scl90som01_adu_q_2		covt11_scl90som01_adu_q_2	covt12_scl90som01_adu_q_2	covt13_scl90som01_adu_q_2	covt14_scl90som01_adu_q_2	covt15_scl90som01_adu_q_2	covt15b_scl90som01_adu_q_2	covt16_scl90som01_adu_q_2	covt16b_scl90som01_adu_q_2	covt17_scl90som01_adu_q_2	covt18_scl90som01_adu_q_2	covt19_scl90som01_adu_q_2	20	{"2": "een beetje", "4": "tamelijk veel", "5": "heel erg", "1": "helemaal niet", "3": "nogal"}	{"2": "a little bit", "4": "quite a lot", "5": "very much", "1": "not at all", "3": "somewhat"}	2: a little bit, 4: quite a lot, 5: very much, 1: not at all, 3: somewhat	2: een beetje, 4: tamelijk veel, 5: heel erg, 1: helemaal niet, 3: nogal	headache / to what extent have you had the following symptoms in the last 7 days:
duizeligheid / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som02_adu_q_1	covt02_scl90som02_adu_q_1	covt03_scl90som02_adu_q_1	covt04_scl90som02_adu_q_1	covt05_scl90som02_adu_q_1	covt06_scl90som02_adu_q_1	covt07_scl90som02_adu_q_2	covt08_scl90som02_adu_q_2	covt09_scl90som02_adu_q_2		covt11_scl90som02_adu_q_2	covt12_scl90som02_adu_q_2	covt13_scl90som02_adu_q_2	covt14_scl90som02_adu_q_2	covt15_scl90som02_adu_q_2	covt15b_scl90som02_adu_q_2	covt16_scl90som02_adu_q_2	covt16b_scl90som02_adu_q_2	covt17_scl90som02_adu_q_2	covt18_scl90som02_adu_q_2	covt19_scl90som02_adu_q_2	20	{"1": "helemaal niet", "2": "een beetje", "5": "heel erg", "3": "nogal", "4": "tamelijk veel"}	{"1": "not at all", "2": "a little bit", "5": "very much", "3": "somewhat", "4": "quite a lot"}	1: not at all, 2: a little bit, 5: very much, 3: somewhat, 4: quite a lot	1: helemaal niet, 2: een beetje, 5: heel erg, 3: nogal, 4: tamelijk veel	dizziness / to what extent have you had the following symptoms in the last 7 days:
pijn in de borst of hartstreek / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som03_adu_q_1	covt02_scl90som03_adu_q_1	covt03_scl90som03_adu_q_1	covt04_scl90som03_adu_q_1	covt05_scl90som03_adu_q_1	covt06_scl90som03_adu_q_1	covt07_scl90som03_adu_q_2	covt08_scl90som03_adu_q_2	covt09_scl90som03_adu_q_2		covt11_scl90som03_adu_q_2	covt12_scl90som03_adu_q_2	covt13_scl90som03_adu_q_2	covt14_scl90som03_adu_q_2	covt15_scl90som03_adu_q_2	covt15b_scl90som03_adu_q_2	covt16_scl90som03_adu_q_2	covt16b_scl90som03_adu_q_2	covt17_scl90som03_adu_q_2	covt18_scl90som03_adu_q_2	covt19_scl90som03_adu_q_2	20	{"5": "heel erg", "2": "een beetje", "4": "tamelijk veel", "1": "helemaal niet", "3": "nogal"}	{"5": "very much", "2": "a little bit", "4": "quite a lot", "1": "not at all", "3": "somewhat"}	5: very much, 2: a little bit, 4: quite a lot, 1: not at all, 3: somewhat	5: heel erg, 2: een beetje, 4: tamelijk veel, 1: helemaal niet, 3: nogal	heart or chest pain / to what extent have you had the following symptoms in the last 7 days:
pijn onder in de rug / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som04_adu_q_1	covt02_scl90som04_adu_q_1	covt03_scl90som04_adu_q_1	covt04_scl90som04_adu_q_1	covt05_scl90som04_adu_q_1	covt06_scl90som04_adu_q_1	covt07_scl90som04_adu_q_2	covt08_scl90som04_adu_q_2	covt09_scl90som04_adu_q_2		covt11_scl90som04_adu_q_2	covt12_scl90som04_adu_q_2	covt13_scl90som04_adu_q_2	covt14_scl90som04_adu_q_2	covt15_scl90som04_adu_q_2	covt15b_scl90som04_adu_q_2	covt16_scl90som04_adu_q_2	covt16b_scl90som04_adu_q_2	covt17_scl90som04_adu_q_2	covt18_scl90som04_adu_q_2	covt19_scl90som04_adu_q_2	20	{"2": "een beetje", "4": "tamelijk veel", "1": "helemaal niet", "3": "nogal", "5": "heel erg"}	{"2": "a little bit", "4": "quite a lot", "1": "not at all", "3": "somewhat", "5": "very much"}	2: a little bit, 4: quite a lot, 1: not at all, 3: somewhat, 5: very much	2: een beetje, 4: tamelijk veel, 1: helemaal niet, 3: nogal, 5: heel erg	lower back pain / to what extent have you had the following symptoms in the last 7 days:
misselijkheid of een maag die van streek is / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som05_adu_q_1	covt02_scl90som05_adu_q_1	covt03_scl90som05_adu_q_1	covt04_scl90som05_adu_q_1	covt05_scl90som05_adu_q_1	covt06_scl90som05_adu_q_1	covt07_scl90som05_adu_q_2	covt08_scl90som05_adu_q_2	covt09_scl90som05_adu_q_2		covt11_scl90som05_adu_q_2	covt12_scl90som05_adu_q_2	covt13_scl90som05_adu_q_2	covt14_scl90som05_adu_q_2	covt15_scl90som05_adu_q_2	covt15b_scl90som05_adu_q_2	covt16_scl90som05_adu_q_2	covt16b_scl90som05_adu_q_2	covt17_scl90som05_adu_q_2	covt18_scl90som05_adu_q_2	covt19_scl90som05_adu_q_2	20	{"2": "een beetje", "4": "tamelijk veel", "1": "helemaal niet", "5": "heel erg", "3": "nogal"}	{"2": "a little bit", "4": "quite a lot", "1": "not at all", "5": "very much", "3": "somewhat"}	2: a little bit, 4: quite a lot, 1: not at all, 5: very much, 3: somewhat	2: een beetje, 4: tamelijk veel, 1: helemaal niet, 5: heel erg, 3: nogal	nausea or upset stomach / to what extent have you had the following symptoms in the last 7 days:
pijnlijke spieren / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som06_adu_q_1	covt02_scl90som06_adu_q_1	covt03_scl90som06_adu_q_1	covt04_scl90som06_adu_q_1	covt05_scl90som06_adu_q_1	covt06_scl90som06_adu_q_1	covt07_scl90som06_adu_q_2	covt08_scl90som06_adu_q_2	covt09_scl90som06_adu_q_2		covt11_scl90som06_adu_q_2	covt12_scl90som06_adu_q_2	covt13_scl90som06_adu_q_2	covt14_scl90som06_adu_q_2	covt15_scl90som06_adu_q_2	covt15b_scl90som06_adu_q_2	covt16_scl90som06_adu_q_2	covt16b_scl90som06_adu_q_2	covt17_scl90som06_adu_q_2	covt18_scl90som06_adu_q_2	covt19_scl90som06_adu_q_2	20	{"4": "tamelijk veel", "1": "helemaal niet", "5": "heel erg", "2": "een beetje", "3": "nogal"}	{"4": "quite a lot", "1": "not at all", "5": "very much", "2": "a little bit", "3": "somewhat"}	4: quite a lot, 1: not at all, 5: very much, 2: a little bit, 3: somewhat	4: tamelijk veel, 1: helemaal niet, 5: heel erg, 2: een beetje, 3: nogal	muscle pain/aches / to what extent have you had the following symptoms in the last 7 days:
moeilijk adem kunnen krijgen / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som07_adu_q_1	covt02_scl90som07_adu_q_1	covt03_scl90som07_adu_q_1	covt04_scl90som07_adu_q_1	covt05_scl90som07_adu_q_1	covt06_scl90som07_adu_q_1	covt07_scl90som07_adu_q_2	covt08_scl90som07_adu_q_2	covt09_scl90som07_adu_q_2		covt11_scl90som07_adu_q_2	covt12_scl90som07_adu_q_2	covt13_scl90som07_adu_q_2	covt14_scl90som07_adu_q_2	covt15_scl90som07_adu_q_2	covt15b_scl90som07_adu_q_2	covt16_scl90som07_adu_q_2	covt16b_scl90som07_adu_q_2	covt17_scl90som07_adu_q_2	covt18_scl90som07_adu_q_2	covt19_scl90som07_adu_q_2	20	{"5": "heel erg", "1": "helemaal niet", "4": "tamelijk veel", "2": "een beetje", "3": "nogal"}	{"5": "very much", "1": "not at all", "4": "quite a lot", "2": "a little bit", "3": "somewhat"}	5: very much, 1: not at all, 4: quite a lot, 2: a little bit, 3: somewhat	5: heel erg, 1: helemaal niet, 4: tamelijk veel, 2: een beetje, 3: nogal	difficulty breathing / to what extent have you had the following symptoms in the last 7 days:
je soms erg warm, dan weer erg koud voelen / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som08_adu_q_1	covt02_scl90som08_adu_q_1	covt03_scl90som08_adu_q_1	covt04_scl90som08_adu_q_1	covt05_scl90som08_adu_q_1	covt06_scl90som08_adu_q_1	covt07_scl90som08_adu_q_2	covt08_scl90som08_adu_q_2	covt09_scl90som08_adu_q_2		covt11_scl90som08_adu_q_2	covt12_scl90som08_adu_q_2	covt13_scl90som08_adu_q_2	covt14_scl90som08_adu_q_2	covt15_scl90som08_adu_q_2	covt15b_scl90som08_adu_q_2	covt16_scl90som08_adu_q_2	covt16b_scl90som08_adu_q_2	covt17_scl90som08_adu_q_2	covt18_scl90som08_adu_q_2	covt19_scl90som08_adu_q_2	20	{"5": "heel erg", "2": "een beetje", "1": "helemaal niet", "4": "tamelijk veel", "3": "nogal"}	{"5": "very much", "2": "a little bit", "1": "not at all", "4": "quite a lot", "3": "somewhat"}	5: very much, 2: a little bit, 1: not at all, 4: quite a lot, 3: somewhat	5: heel erg, 2: een beetje, 1: helemaal niet, 4: tamelijk veel, 3: nogal	feeling suddenly warm, then suddenly cold again / to what extent have you had the following symptoms in the last 7 days:
een verdoofd of tintelend gevoel ergens in je lichaam / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som09_adu_q_1	covt02_scl90som09_adu_q_1	covt03_scl90som09_adu_q_1	covt04_scl90som09_adu_q_1	covt05_scl90som09_adu_q_1	covt06_scl90som09_adu_q_1	covt07_scl90som09_adu_q_2	covt08_scl90som09_adu_q_2	covt09_scl90som09_adu_q_2		covt11_scl90som09_adu_q_2	covt12_scl90som09_adu_q_2	covt13_scl90som09_adu_q_2	covt14_scl90som09_adu_q_2	covt15_scl90som09_adu_q_2	covt15b_scl90som09_adu_q_2	covt16_scl90som09_adu_q_2	covt16b_scl90som09_adu_q_2	covt17_scl90som09_adu_q_2	covt18_scl90som09_adu_q_2	covt19_scl90som09_adu_q_2	20	{"3": "nogal", "2": "een beetje", "5": "heel erg", "4": "tamelijk veel", "1": "helemaal niet"}	{"3": "somewhat", "2": "a little bit", "5": "very much", "4": "quite a lot", "1": "not at all"}	3: somewhat, 2: a little bit, 5: very much, 4: quite a lot, 1: not at all	3: nogal, 2: een beetje, 5: heel erg, 4: tamelijk veel, 1: helemaal niet	numbness or tingling somewhere in your body / to what extent have you had the following symptoms in the last 7 days:
een brok in je keel / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som10_adu_q_1	covt02_scl90som10_adu_q_1	covt03_scl90som10_adu_q_1	covt04_scl90som10_adu_q_1	covt05_scl90som10_adu_q_1	covt06_scl90som10_adu_q_1	covt07_scl90som10_adu_q_2	covt08_scl90som10_adu_q_2	covt09_scl90som10_adu_q_2		covt11_scl90som10_adu_q_2	covt12_scl90som10_adu_q_2	covt13_scl90som10_adu_q_2	covt14_scl90som10_adu_q_2	covt15_scl90som10_adu_q_2	covt15b_scl90som10_adu_q_2	covt16_scl90som10_adu_q_2	covt16b_scl90som10_adu_q_2	covt17_scl90som10_adu_q_2	covt18_scl90som10_adu_q_2	covt19_scl90som10_adu_q_2	20	{"1": "helemaal niet", "3": "nogal", "4": "tamelijk veel", "5": "heel erg", "2": "een beetje"}	{"1": "not at all", "3": "somewhat", "4": "quite a lot", "5": "very much", "2": "a little bit"}	1: not at all, 3: somewhat, 4: quite a lot, 5: very much, 2: a little bit	1: helemaal niet, 3: nogal, 4: tamelijk veel, 5: heel erg, 2: een beetje	a lump in your throat / to what extent have you had the following symptoms in the last 7 days:
je lichamelijk ergens slap voelen / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som11_adu_q_1	covt02_scl90som11_adu_q_1	covt03_scl90som11_adu_q_1	covt04_scl90som11_adu_q_1	covt05_scl90som11_adu_q_1	covt06_scl90som11_adu_q_1	covt07_scl90som11_adu_q_2	covt08_scl90som11_adu_q_2	covt09_scl90som11_adu_q_2		covt11_scl90som11_adu_q_2	covt12_scl90som11_adu_q_2	covt13_scl90som11_adu_q_2	covt14_scl90som11_adu_q_2	covt15_scl90som11_adu_q_2	covt15b_scl90som11_adu_q_2	covt16_scl90som11_adu_q_2	covt16b_scl90som11_adu_q_2	covt17_scl90som11_adu_q_2	covt18_scl90som11_adu_q_2	covt19_scl90som11_adu_q_2	20	{"1": "helemaal niet", "3": "nogal", "4": "tamelijk veel", "2": "een beetje", "5": "heel erg"}	{"1": "not at all", "3": "somewhat", "4": "quite a lot", "2": "a little bit", "5": "very much"}	1: not at all, 3: somewhat, 4: quite a lot, 2: a little bit, 5: very much	1: helemaal niet, 3: nogal, 4: tamelijk veel, 2: een beetje, 5: heel erg	part of your body feeling limp or heavy / to what extent have you had the following symptoms in the last 7 days:
zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:	covt01_scl90som12_adu_q_1	covt02_scl90som12_adu_q_1	covt03_scl90som12_adu_q_1	covt04_scl90som12_adu_q_1	covt05_scl90som12_adu_q_1	covt06_scl90som12_adu_q_1	covt07_scl90som12_adu_q_2	covt08_scl90som12_adu_q_2	covt09_scl90som12_adu_q_2		covt11_scl90som12_adu_q_2	covt12_scl90som12_adu_q_2	covt13_scl90som12_adu_q_2	covt14_scl90som12_adu_q_2	covt15_scl90som12_adu_q_2	covt15b_scl90som12_adu_q_2	covt16_scl90som12_adu_q_2	covt16b_scl90som12_adu_q_2	covt17_scl90som12_adu_q_2	covt18_scl90som12_adu_q_2	covt19_scl90som12_adu_q_2	20	{"5": "heel erg", "2": "een beetje", "1": "helemaal niet", "3": "nogal", "4": "tamelijk veel"}	{"5": "very much", "2": "a little bit", "1": "not at all", "3": "somewhat", "4": "quite a lot"}	5: very much, 2: a little bit, 1: not at all, 3: somewhat, 4: quite a lot	5: heel erg, 2: een beetje, 1: helemaal niet, 3: nogal, 4: tamelijk veel	a feeling of heaviness in your arms or legs / to what extent have you had the following symptoms in the last 7 days:
kortademigheid / in welke mate had u de afgelopen 7 dagen last van:	covt01_symptoms_adu_q_1_a	covt02_symptoms_adu_q_1_a	covt03_symptoms_adu_q_1_a	covt04_symptoms_adu_q_1_a	covt05_symptoms_adu_q_1_a	covt06_symptoms_adu_q_1_a	covt07_symptoms_adu_q_2_a	covt08_symptoms_adu_q_2_a	covt09_symptoms_adu_q_2_a		covt11_symptoms_adu_q_2_a	covt12_symptoms_adu_q_2_a	covt13_symptoms_adu_q_2_a	covt14_symptoms_adu_q_2_a	covt15_symptoms_adu_q_2_a	covt15b_symptoms_adu_q_2_a	covt16_symptoms_adu_q_2_a	covt16b_symptoms_adu_q_2_a	covt17_symptoms_adu_q_2_a	covt18_symptoms_adu_q_2_a	covt19_symptoms_adu_q_2_a	20	{"1": "helemaal niet", "4": "tamelijk veel", "2": "een beetje", "3": "nogal", "5": "heel erg"}	{"1": "not at all", "4": "quite a lot", "2": "a little bit", "3": "somewhat", "5": "very much"}	1: not at all, 4: quite a lot, 2: a little bit, 3: somewhat, 5: very much	1: helemaal niet, 4: tamelijk veel, 2: een beetje, 3: nogal, 5: heel erg	shortness of breath / to what extent have you had the following symptoms in the last 7 days:
pijn bij het ademen / in welke mate had u de afgelopen 7 dagen last van:	covt01_symptoms_adu_q_1_b	covt02_symptoms_adu_q_1_b	covt03_symptoms_adu_q_1_b	covt04_symptoms_adu_q_1_b	covt05_symptoms_adu_q_1_b	covt06_symptoms_adu_q_1_b	covt07_symptoms_adu_q_2_b	covt08_symptoms_adu_q_2_b	covt09_symptoms_adu_q_2_b		covt11_symptoms_adu_q_2_b	covt12_symptoms_adu_q_2_b	covt13_symptoms_adu_q_2_b	covt14_symptoms_adu_q_2_b	covt15_symptoms_adu_q_2_b	covt15b_symptoms_adu_q_2_b	covt16_symptoms_adu_q_2_b	covt16b_symptoms_adu_q_2_b	covt17_symptoms_adu_q_2_b	covt18_symptoms_adu_q_2_b	covt19_symptoms_adu_q_2_b	20	{"5": "heel erg", "1": "helemaal niet", "3": "nogal", "2": "een beetje", "4": "tamelijk veel"}	{"5": "very much", "1": "not at all", "3": "somewhat", "2": "a little bit", "4": "quite a lot"}	5: very much, 1: not at all, 3: somewhat, 2: a little bit, 4: quite a lot	5: heel erg, 1: helemaal niet, 3: nogal, 2: een beetje, 4: tamelijk veel	pain when breathing / to what extent have you had the following symptoms in the last 7 days:
loopneus / in welke mate had u de afgelopen 7 dagen last van:	covt01_symptoms_adu_q_1_d	covt02_symptoms_adu_q_1_d	covt03_symptoms_adu_q_1_d	covt04_symptoms_adu_q_1_d	covt05_symptoms_adu_q_1_d	covt06_symptoms_adu_q_1_d	covt07_symptoms_adu_q_2_d	covt08_symptoms_adu_q_2_d	covt09_symptoms_adu_q_2_d		covt11_symptoms_adu_q_2_d	covt12_symptoms_adu_q_2_d	covt13_symptoms_adu_q_2_d	covt14_symptoms_adu_q_2_d	covt15_symptoms_adu_q_2_d	covt15b_symptoms_adu_q_2_d	covt16_symptoms_adu_q_2_d	covt16b_symptoms_adu_q_2_d	covt17_symptoms_adu_q_2_d	covt18_symptoms_adu_q_2_d	covt19_symptoms_adu_q_2_d	20	{"4": "tamelijk veel", "1": "helemaal niet", "3": "nogal", "5": "heel erg", "2": "een beetje"}	{"4": "quite a lot", "1": "not at all", "3": "somewhat", "5": "very much", "2": "a little bit"}	4: quite a lot, 1: not at all, 3: somewhat, 5: very much, 2: a little bit	4: tamelijk veel, 1: helemaal niet, 3: nogal, 5: heel erg, 2: een beetje	runny nose / to what extent have you had the following symptoms in the last 7 days:
keelpijn / in welke mate had u de afgelopen 7 dagen last van:	covt01_symptoms_adu_q_1_e	covt02_symptoms_adu_q_1_e	covt03_symptoms_adu_q_1_e	covt04_symptoms_adu_q_1_e	covt05_symptoms_adu_q_1_e	covt06_symptoms_adu_q_1_e	covt07_symptoms_adu_q_2_e	covt08_symptoms_adu_q_2_e	covt09_symptoms_adu_q_2_e		covt11_symptoms_adu_q_2_e	covt12_symptoms_adu_q_2_e	covt13_symptoms_adu_q_2_e	covt14_symptoms_adu_q_2_e	covt15_symptoms_adu_q_2_e	covt15b_symptoms_adu_q_2_e	covt16_symptoms_adu_q_2_e	covt16b_symptoms_adu_q_2_e	covt17_symptoms_adu_q_2_e	covt18_symptoms_adu_q_2_e	covt19_symptoms_adu_q_2_e	20	{"1": "helemaal niet", "4": "tamelijk veel", "5": "heel erg", "3": "nogal", "2": "een beetje"}	{"1": "not at all", "4": "quite a lot", "5": "very much", "3": "somewhat", "2": "a little bit"}	1: not at all, 4: quite a lot, 5: very much, 3: somewhat, 2: a little bit	1: helemaal niet, 4: tamelijk veel, 5: heel erg, 3: nogal, 2: een beetje	sore throat / to what extent have you had the following symptoms in the last 7 days:
