	question_id	is_first_time_asked	question_label_nl	question_label_en	model_type	given_recode_json	is_recoded	given_recode_human	total_recode_json	total_recode_human	value_counts	value_counts_human	value_counts_after_recode	value_counts_after_recode_human	answer_options_nl_json	answer_options_nl_human	answer_options_nl_after_recode_json	answer_options_nl_after_recode_human	answer_options_en_json	answer_options_en_human	answer_options_en_after_recode_json	answer_options_en_after_recode_human
61	covt11_infection_adu_q_2_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 27313, "2.0": 223, "1.0": 1}	NaN: 27313, 2.0: 223, 1.0: 1	{"NaN": 27313, "0.0": 223, "1.0": 1}	NaN: 27313, 0.0: 223, 1.0: 1	{"2.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	2.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"0.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	0.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"2.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	2.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)	{"0.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	0.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)
62	covt12_infection_adu_q_2_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26939, "2.0": 592, "1.0": 6}	NaN: 26939, 2.0: 592, 1.0: 6	{"NaN": 26939, "0.0": 592, "1.0": 6}	NaN: 26939, 0.0: 592, 1.0: 6	{"2.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	2.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"0.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	0.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"2.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	2.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)	{"0.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	0.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)
63	covt13_infection_adu_q_2_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26697, "2.0": 833, "1.0": 7}	NaN: 26697, 2.0: 833, 1.0: 7	{"NaN": 26697, "0.0": 833, "1.0": 7}	NaN: 26697, 0.0: 833, 1.0: 7	{"1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)", "2.0": "negatief, ik heb geen coronavirus-infectie (covid-19)"}	1.0: positief, ik heb wel een coronavirus-infectie (covid-19), 2.0: negatief, ik heb geen coronavirus-infectie (covid-19)	{"1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)", "0.0": "negatief, ik heb geen coronavirus-infectie (covid-19)"}	1.0: positief, ik heb wel een coronavirus-infectie (covid-19), 0.0: negatief, ik heb geen coronavirus-infectie (covid-19)	{"1.0": "positive, i am infected with the coronavirus (covid-19)", "2.0": "negative, i am not infected with the coronavirus (covid-19)"}	1.0: positive, i am infected with the coronavirus (covid-19), 2.0: negative, i am not infected with the coronavirus (covid-19)	{"1.0": "positive, i am infected with the coronavirus (covid-19)", "0.0": "negative, i am not infected with the coronavirus (covid-19)"}	1.0: positive, i am infected with the coronavirus (covid-19), 0.0: negative, i am not infected with the coronavirus (covid-19)
64	covt14_infection_adu_q_2_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 25957, "2.0": 1479, "1.0": 101}	NaN: 25957, 2.0: 1479, 1.0: 101	{"NaN": 25957, "0.0": 1479, "1.0": 101}	NaN: 25957, 0.0: 1479, 1.0: 101	{"1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)", "2.0": "negatief, ik heb geen coronavirus-infectie (covid-19)"}	1.0: positief, ik heb wel een coronavirus-infectie (covid-19), 2.0: negatief, ik heb geen coronavirus-infectie (covid-19)	{"1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)", "0.0": "negatief, ik heb geen coronavirus-infectie (covid-19)"}	1.0: positief, ik heb wel een coronavirus-infectie (covid-19), 0.0: negatief, ik heb geen coronavirus-infectie (covid-19)	{"1.0": "positive, i am infected with the coronavirus (covid-19)", "2.0": "negative, i am not infected with the coronavirus (covid-19)"}	1.0: positive, i am infected with the coronavirus (covid-19), 2.0: negative, i am not infected with the coronavirus (covid-19)	{"1.0": "positive, i am infected with the coronavirus (covid-19)", "0.0": "negative, i am not infected with the coronavirus (covid-19)"}	1.0: positive, i am infected with the coronavirus (covid-19), 0.0: negative, i am not infected with the coronavirus (covid-19)
65	covt15_infection_adu_q_2_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26074, "2.0": 1348, "1.0": 115}	NaN: 26074, 2.0: 1348, 1.0: 115	{"NaN": 26074, "0.0": 1348, "1.0": 115}	NaN: 26074, 0.0: 1348, 1.0: 115	{"2.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	2.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"0.0": "negatief, ik heb geen coronavirus-infectie (covid-19)", "1.0": "positief, ik heb wel een coronavirus-infectie (covid-19)"}	0.0: negatief, ik heb geen coronavirus-infectie (covid-19), 1.0: positief, ik heb wel een coronavirus-infectie (covid-19)	{"2.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	2.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)	{"0.0": "negative, i am not infected with the coronavirus (covid-19)", "1.0": "positive, i am infected with the coronavirus (covid-19)"}	0.0: negative, i am not infected with the coronavirus (covid-19), 1.0: positive, i am infected with the coronavirus (covid-19)
66	covt15b_coronatest_adu_q_1_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26829, "2.0": 659, "1.0": 49}	NaN: 26829, 2.0: 659, 1.0: 49	{"NaN": 26829, "0.0": 659, "1.0": 49}	NaN: 26829, 0.0: 659, 1.0: 49	{"2.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	2.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"0.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	0.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"2.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	2.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection	{"0.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	0.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection
67	covt16_coronatest_adu_q_1_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26329, "2.0": 1114, "1.0": 94}	NaN: 26329, 2.0: 1114, 1.0: 94	{"NaN": 26329, "0.0": 1114, "1.0": 94}	NaN: 26329, 0.0: 1114, 1.0: 94	{"2.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	2.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"0.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	0.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"2.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	2.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection	{"0.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	0.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection
68	covt16b_coronatest_adu_q_1_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 26727, "2.0": 740, "1.0": 70}	NaN: 26727, 2.0: 740, 1.0: 70	{"NaN": 26727, "0.0": 740, "1.0": 70}	NaN: 26727, 0.0: 740, 1.0: 70	{"2.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	2.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"0.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	0.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"2.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	2.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection	{"0.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	0.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection
69	covt17_coronatest_adu_q_1_a	FALSE	hebt u een coronavirus/covid-19 infectie (gehad)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 25352, "2.0": 1946, "1.0": 239}	NaN: 25352, 2.0: 1946, 1.0: 239	{"NaN": 25352, "0.0": 1946, "1.0": 239}	NaN: 25352, 0.0: 1946, 1.0: 239	{"2.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	2.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"0.0": "nee, ik heb geen coronavirus-infectie (covid-19) gehad", "1.0": "ja, ik heb wel een coronavirus-infectie (covid-19) gehad"}	0.0: nee, ik heb geen coronavirus-infectie (covid-19) gehad, 1.0: ja, ik heb wel een coronavirus-infectie (covid-19) gehad	{"2.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	2.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection	{"0.0": "no, i have not had a coronavirus (covid-19) infection", "1.0": "yes, i have had a coronavirus (covid-19) infection"}	0.0: no, i have not had a coronavirus (covid-19) infection, 1.0: yes, i have had a coronavirus (covid-19) infection
70	covt01_infection_adu_q_1	TRUE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16477, "NaN": 10942, "1.0": 118}	2.0: 16477, NaN: 10942, 1.0: 118	{"0.0": 16477, "NaN": 10942, "1.0": 118}	0.0: 16477, NaN: 10942, 1.0: 118	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
71	covt02_infection_adu_q_1	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 17363, "NaN": 10032, "1.0": 142}	2.0: 17363, NaN: 10032, 1.0: 142	{"0.0": 17363, "NaN": 10032, "1.0": 142}	0.0: 17363, NaN: 10032, 1.0: 142	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
72	covt03_infection_adu_q_1	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 17497, "NaN": 9903, "1.0": 137}	2.0: 17497, NaN: 9903, 1.0: 137	{"0.0": 17497, "NaN": 9903, "1.0": 137}	0.0: 17497, NaN: 9903, 1.0: 137	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
73	covt04_infection_adu_q_1	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16892, "NaN": 10500, "1.0": 145}	2.0: 16892, NaN: 10500, 1.0: 145	{"0.0": 16892, "NaN": 10500, "1.0": 145}	0.0: 16892, NaN: 10500, 1.0: 145	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
74	covt05_infection_adu_q_2	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16290, "NaN": 11126, "1.0": 121}	2.0: 16290, NaN: 11126, 1.0: 121	{"0.0": 16290, "NaN": 11126, "1.0": 121}	0.0: 16290, NaN: 11126, 1.0: 121	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
75	covt06_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 15493, "NaN": 11988, "1.0": 56}	2.0: 15493, NaN: 11988, 1.0: 56	{"0.0": 15493, "NaN": 11988, "1.0": 56}	0.0: 15493, NaN: 11988, 1.0: 56	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
76	covt07_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 15254, "NaN": 12192, "1.0": 91}	2.0: 15254, NaN: 12192, 1.0: 91	{"0.0": 15254, "NaN": 12192, "1.0": 91}	0.0: 15254, NaN: 12192, 1.0: 91	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
77	covt08_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 13830, "2.0": 13590, "1.0": 117}	NaN: 13830, 2.0: 13590, 1.0: 117	{"NaN": 13830, "0.0": 13590, "1.0": 117}	NaN: 13830, 0.0: 13590, 1.0: 117	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
78	covt09_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 14632, "2.0": 12710, "1.0": 195}	NaN: 14632, 2.0: 12710, 1.0: 195	{"NaN": 14632, "0.0": 12710, "1.0": 195}	NaN: 14632, 0.0: 12710, 1.0: 195	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
79	covt10_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 15716, "2.0": 11528, "1.0": 293}	NaN: 15716, 2.0: 11528, 1.0: 293	{"NaN": 15716, "0.0": 11528, "1.0": 293}	NaN: 15716, 0.0: 11528, 1.0: 293	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
80	covt11_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 14757, "2.0": 12540, "1.0": 240}	NaN: 14757, 2.0: 12540, 1.0: 240	{"NaN": 14757, "0.0": 12540, "1.0": 240}	NaN: 14757, 0.0: 12540, 1.0: 240	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
81	covt12_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 14341, "2.0": 12579, "1.0": 617}	NaN: 14341, 2.0: 12579, 1.0: 617	{"NaN": 14341, "0.0": 12579, "1.0": 617}	NaN: 14341, 0.0: 12579, 1.0: 617	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
82	covt13_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 14747, "2.0": 11913, "1.0": 877}	NaN: 14747, 2.0: 11913, 1.0: 877	{"NaN": 14747, "0.0": 11913, "1.0": 877}	NaN: 14747, 0.0: 11913, 1.0: 877	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
83	covt14_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 15160, "2.0": 10785, "1.0": 1592}	NaN: 15160, 2.0: 10785, 1.0: 1592	{"NaN": 15160, "0.0": 10785, "1.0": 1592}	NaN: 15160, 0.0: 10785, 1.0: 1592	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
84	covt15_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 15028, "2.0": 11043, "1.0": 1466}	NaN: 15028, 2.0: 11043, 1.0: 1466	{"NaN": 15028, "0.0": 11043, "1.0": 1466}	NaN: 15028, 0.0: 11043, 1.0: 1466	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
85	covt15b_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 17417, "2.0": 9406, "1.0": 714}	NaN: 17417, 2.0: 9406, 1.0: 714	{"NaN": 17417, "0.0": 9406, "1.0": 714}	NaN: 17417, 0.0: 9406, 1.0: 714	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
86	covt16_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 15893, "2.0": 10431, "1.0": 1213}	NaN: 15893, 2.0: 10431, 1.0: 1213	{"NaN": 15893, "0.0": 10431, "1.0": 1213}	NaN: 15893, 0.0: 10431, 1.0: 1213	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
87	covt16b_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 17935, "2.0": 8785, "1.0": 817}	NaN: 17935, 2.0: 8785, 1.0: 817	{"NaN": 17935, "0.0": 8785, "1.0": 817}	NaN: 17935, 0.0: 8785, 1.0: 817	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
88	covt17_infection_adu_q_3	FALSE	bent u getest voor het coronavirus (covid-19)?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"NaN": 15038, "2.0": 10309, "1.0": 2190}	NaN: 15038, 2.0: 10309, 1.0: 2190	{"NaN": 15038, "0.0": 10309, "1.0": 2190}	NaN: 15038, 0.0: 10309, 1.0: 2190	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
89	covt01_beloved_adu_q_1_a	TRUE	heeft iemand die dichtbij u staat een coronavirus-infectie?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 15457, "NaN": 10929, "1.0": 1151}	2.0: 15457, NaN: 10929, 1.0: 1151	{"0.0": 15457, "NaN": 10929, "1.0": 1151}	0.0: 15457, NaN: 10929, 1.0: 1151	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
90	covt02_beloved_adu_q_1_a	FALSE	heeft iemand die dichtbij u staat een coronavirus-infectie?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16381, "NaN": 9966, "1.0": 1190}	2.0: 16381, NaN: 9966, 1.0: 1190	{"0.0": 16381, "NaN": 9966, "1.0": 1190}	0.0: 16381, NaN: 9966, 1.0: 1190	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
91	covt03_beloved_adu_q_1_a	FALSE	heeft iemand die dichtbij u staat een coronavirus-infectie?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16704, "NaN": 9711, "1.0": 1122}	2.0: 16704, NaN: 9711, 1.0: 1122	{"0.0": 16704, "NaN": 9711, "1.0": 1122}	0.0: 16704, NaN: 9711, 1.0: 1122	{"2.0": "nee", "1.0": "ja"}	2.0: nee, 1.0: ja	{"0.0": "nee", "1.0": "ja"}	0.0: nee, 1.0: ja	{"2.0": "no", "1.0": "yes"}	2.0: no, 1.0: yes	{"0.0": "no", "1.0": "yes"}	0.0: no, 1.0: yes
92	covt04_beloved_adu_q_1_a	FALSE	heeft iemand die dichtbij u staat een coronavirus-infectie?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 16131, "NaN": 10511, "1.0": 895}	2.0: 16131, NaN: 10511, 1.0: 895	{"0.0": 16131, "NaN": 10511, "1.0": 895}	0.0: 16131, NaN: 10511, 1.0: 895	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
93	covt05_beloved_adu_q_1_a	FALSE	heeft iemand die dichtbij u staat een coronavirus-infectie?		binomial		TRUE		{"2.0": 0.0}	2.0: 0.0	{"2.0": 15668, "NaN": 11136, "1.0": 733}	2.0: 15668, NaN: 11136, 1.0: 733	{"0.0": 15668, "NaN": 11136, "1.0": 733}	0.0: 15668, NaN: 11136, 1.0: 733	{"1.0": "ja", "2.0": "nee"}	1.0: ja, 2.0: nee	{"1.0": "ja", "0.0": "nee"}	1.0: ja, 0.0: nee	{"1.0": "yes", "2.0": "no"}	1.0: yes, 2.0: no	{"1.0": "yes", "0.0": "no"}	1.0: yes, 0.0: no
